year,region,city,business_activity,business_examples,smes_count,avg_capital,avg_rent_monthly_est,rent_source,operating_costs_monthly,competition_level,required_permits
2024,المنطقة الشرقية,بقيق,الانشطة الادارية للمكاتب ، وانشطة الدعم للمكاتب وغير ذلك من انشطة الدعم للاعمال,مركز طباعة وتصوير | خدمة إدخال بيانات | مركز اتصال وخدمات مكتبية,26,295500,31100,simulated,233087,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,المنطقة الشرقية,بقيق,الانشطة الايجارية,تأجير سيارات | تأجير معدات بناء | تأجير أثاث للمناسبات,66,321500,30400,simulated,231761,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,المنطقة الشرقية,بقيق,الانشطة البيطرية,عيادة بيطرية | صيدلية بيطرية | مركز تطعيم وعلاج حيوانات,4,258500,27400,simulated,19364,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,المنطقة الشرقية,بقيق,الانشطة الرياضية وانشطة التسلية والترفيه,نادي رياضي | مركز ألعاب إلكترونية | ملعب كرة قدم تجاري,12,278500,28500,simulated,155708,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,المنطقة الشرقية,بقيق,الانشطة العقارية,مكتب عقار | إدارة أملاك | تسويق وتأجير عقارات,15,422000,28700,simulated,485648,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,المنطقة الشرقية,بقيق,الانشطة المهنية والعلمية والتقنية الاخرى,استشارات بيئية | خدمات فحص وتقييم | بحوث تقنية متخصصة,6,306000,28900,simulated,159778,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,المنطقة الشرقية,بقيق,التخزين وانشطة الدعم للنقل,مستودعات تخزين | خدمات تخليص شحنات | مركز لوجستي,23,468500,29600,simulated,756660,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
2024,المنطقة الشرقية,بقيق,التعليم,مركز دروس خصوصية | معهد تدريب لغات | مركز تدريب حاسب,19,349000,29300,simulated,454315,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | ترخيص نشاط تعليمي/تدريبي من الجهة المختصة
2024,المنطقة الشرقية,بقيق,الصحة البشرية,عيادة أسنان | مجمع طبي | مركز علاج طبيعي,19,445500,29300,simulated,841068,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص مهني من الجهة الصحية
2024,المنطقة الشرقية,بقيق,الصرف الصحي,خدمات شبكات صرف صحي | محطة معالجة صرف | صيانة أنظمة صرف,7,291000,28000,simulated,28124,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,المنطقة الشرقية,بقيق,الصناعة التحويلية الاخرى,مصنع منتجات متنوعة | مشغل تصنيع بسيط | خطوط إنتاج صغيرة متعددة,3,415500,26900,simulated,223718,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص صناعي/ورشة
2024,المنطقة الشرقية,بقيق,النقل البري و النقل عبر الانابيب,شركة نقل بضائع | نقل مياه بالصهاريج | خدمة شحن بري,178,500000,30900,simulated,601840,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
2024,المنطقة الشرقية,بقيق,النقل الجوي,شحن جوي | خدمات طيران خاص | نقل بضائع جوًا,6,411500,27700,simulated,16873,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA) | اشتراطات السلامة (الدفاع المدني) | ترخيص نقل/تشغيل
2024,المنطقة الشرقية,بقيق,الهندسة المدنية,مكتب إشراف هندسي | تصميم طرق وبنية تحتية | استشارات مشاريع إنشائية,153,304500,30800,simulated,687514,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,المنطقة الشرقية,بقيق,انشطة الاستخدام,مكتب استقدام عمالة منزلية | توفير عاملات منزليات | خدمات تشغيل عمالة منزلية,3,266000,26900,simulated,143006,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,المنطقة الشرقية,بقيق,انشطة الامن والتحقيقات,شركة حراسات أمنية | أنظمة مراقبة | خدمات تحقيق ومتابعة,1,227000,26100,simulated,164170,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,المنطقة الشرقية,بقيق,انشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من انشطة,شركة تطوير تطبيقات | برمجة مواقع إلكترونية | استشارات تقنية معلومات,6,299000,28900,simulated,236704,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,المنطقة الشرقية,بقيق,انشطة البرمجة والاذاعة,إذاعة رقمية | إنتاج برامج صوتية | بث محتوى إعلامي,2,233500,27600,simulated,5904,Low,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,المنطقة الشرقية,بقيق,انشطة التشييد المتخصصة,أعمال اللياسة والدهان | تركيب الجبس والأسقف | أعمال العزل المائي والحراري,683,447000,31500,simulated,3392747,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,المنطقة الشرقية,بقيق,انشطة الخدمات الشخصية الاخرى,صالون حلاقة رجالي | مركز تجميل نسائي | مغسلة ملابس,403,331500,31300,simulated,857759,High,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
2024,المنطقة الشرقية,بقيق,انشطة العمل الاجتماعي، دون اقامة,مركز رعاية نهارية | خدمة دعم أسري واجتماعي | مركز تأهيل اجتماعي نهاري,15,269000,28700,simulated,146660,Medium,سجل تجاري (وزارة التجارة) | رخصة بلدية (بلدي) | اشتراك الغرفة التجارية | التسجيل في الزكاة والضريبة والجمارك (ZATCA)
